date,url,rating,user,opinion
on 4 November 2017,/gp/customer-reviews/R3TYGHPD1YF0GO?ASIN=B01DDP7D6W,1.0,Zoie Naz,- battery life sucks- apps doesn't work properly- hangs a lot- not worthy to buyStop selling malfunctioned materials
on 22 October 2017,/gp/customer-reviews/R11KJYZCQ1JS6Y?ASIN=B01DDP7D6W,3.0,Amazon Customer,Brightness of mobile is very less as compare to other Samsung handsets
date,url,rating,user,opinion
on 16 May 2018,/gp/customer-reviews/R1IPKFENOSOOU8?ASIN=B01DDP7D6W,5.0,Kavinkumar,Excellent mobile
on 5 June 2018,/gp/customer-reviews/R2D9DW88B9QB4A?ASIN=B01DDP7D6W,4.0,EdmandAmallan,Phone is handy. Looks great. But missing lot of sensors. But no issues. Worthy product after price reduction.
on 9 January 2017,/gp/customer-reviews/R6NG0J4GP999J?ASIN=B01DDP7D6W,4.0,Abdul J.,"Its a very good phone in this budget range. Photos are awesome !! Battery lasts entire day on medium use. There is no magnetometer, so Compass applications will not work on this phone."
on 4 May 2018,/gp/customer-reviews/R13PCO5LW1UR9?ASIN=B01DDP7D6W,4.0,jesty poly,Nice product at 6990/-. Easy to handle.Good camera clarity. High protection with bike mode. Love it
on 10 April 2018,/gp/customer-reviews/R1UQ6Z0L9EH7IZ?ASIN=B01DDP7D6W,1.0,Amazon Customer,"very slow and swithed off after 20days, service center not accepting to repair. Worst product and waste. I lost money"
on 12 June 2018,/gp/customer-reviews/R3FQJNCJRJSF9N?ASIN=B01DDP7D6W,3.0,BOLLI GANESH,overage
on 7 December 2017,/gp/customer-reviews/R1UMJ99A2PTTDR?ASIN=B01DDP7D6W,5.0,Mohmmad lateef wani,"As i have used the product, it is good, nice and great. The battery , camera and look all are just great at this price.Thanks@Amazon.in"
on 5 November 2016,/gp/customer-reviews/R2NNQ7J7SD29TX?ASIN=B01DDP7D6W,5.0,Aaliya,Good smart phone with affordable rate with 4g and big screen.only thing battery back up is less compare to new generation to use 4g data connection.
on 28 September 2017,/gp/customer-reviews/R1J8O0Y8F39D2?ASIN=B01DDP7D6W,5.0,Bushra,It was amazing that i order on 24 and its come 26 wow i love it 😘😘😘😘😘
on 29 January 2018,/gp/customer-reviews/R3QJKF1UTMH3GS?ASIN=B01DDP7D6W,1.0,anurag pandey,We are not receiving  ear phone with this mob phone.
date,url,rating,user,opinion
on 23 January 2017,/gp/customer-reviews/R2AWGXSJQOGQ78?ASIN=B01DDP7D6W,4.0,G Raguraman,Excellent Mobile. Amazon delivery fast and superb. Keep it up
on 22 September 2018,/gp/customer-reviews/R1I3G4DRWP3D6C?ASIN=B01DDP7D6W,5.0,Pratap Kumar jena,"I am purchase this mobile phone 7,499 but now 8,000"
on 27 September 2017,/gp/customer-reviews/R2X18VUFGHPUD1?ASIN=B01DDP7D6W,1.0,Deepak kumar bali,Sabse bakwaas phone. Paise zaya ho gaye. Isse acha tha koi baar phone leta
on 19 December 2017,/gp/customer-reviews/R2UOGXOGYYLU98?ASIN=B01DDP7D6W,1.0,Sanjeev kumar,Very bad bettery backup. If possible please change bettery.
on 3 June 2017,/gp/customer-reviews/R35GHDOD95A2GR?ASIN=B01DDP7D6W,5.0,Amazon Customer,GOOD WORKING PHONE IN LOW PRICE.
on 6 September 2018,/gp/customer-reviews/R3FBOJ4NLILC5S?ASIN=B01DDP7D6W,4.0,Ishank,It was a nice product..  Lags a little.But still worth spending money on this.
on 5 September 2018,/gp/customer-reviews/R6U2NVNYM8KAM?ASIN=B01DDP7D6W,5.0,Radhika Dixit,"Delivered on time, battery lasts for long, happy with the productThanks Amazon... :)"
on 3 September 2018,/gp/customer-reviews/R70MS20HFEERY?ASIN=B01DDP7D6W,4.0,Jayabalan,No complaint about the product so for
on 30 October 2017,/gp/customer-reviews/R7W8DKAXTMCET?ASIN=B01DDP7D6W,1.0,Amazon Customer,i have purchased on 2nd oct 2016 and with in 1 year phone is getting stuck very bad service from samsung.Phone battery is not getting charge
on 27 July 2018,/gp/customer-reviews/R2FIE14Q3H6ZSY?ASIN=B01DDP7D6W,4.0,Millionerascomputech,good product but not as aspected.
date,url,rating,user,opinion
on 5 June 2018,/gp/customer-reviews/R1BMM40DMMOERO?ASIN=B01DDP7D6W,4.0,Bhakta Rajiv,Not found Bill in this mobile
on 7 June 2017,/gp/customer-reviews/R28CJJ8MBYOSJZ?ASIN=B01DDP7D6W,4.0,PRADIP KUMAR KUNDU,Best phone in low price
on 1 October 2018,/gp/customer-reviews/R1JPJ4KXAHI2OH?ASIN=B01DDP7D6W,3.0,Kumaran,I like this mobile using better performance for this value
on 22 October 2017,/gp/customer-reviews/R1RVMIDDB502CI?ASIN=B01DDP7D6W,3.0,Sudip k.,"Camera, battery is not  good. Media sound without headphone is so low"
on 7 June 2018,/gp/customer-reviews/R139MQMHTZDJRG?ASIN=B01DDP7D6W,2.0,Mahalakshmi,Good phone. But both camera front as well as rear both are bad 👎 features are not so good.
on 11 July 2018,/gp/customer-reviews/R1YVW6MP6V84J?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice product
on 25 March 2018,/gp/customer-reviews/RIE8P3IJEX73N?ASIN=B01DDP7D6W,3.0,Diya Deb,Camera quality is v poor
on 8 December 2016,/gp/customer-reviews/R667QDNGXPTL9?ASIN=B01DDP7D6W,5.0,ansh,"Classy , affordable n stylish...i love it....awesome ..just go for it...."
on 13 November 2017,/gp/customer-reviews/RGRONH4RC00O4?ASIN=B01DDP7D6W,1.0,Amazon Customer,Battery bad quality up to 15%mobile is one minute less than close
on 22 July 2017,/gp/customer-reviews/REK0DBUNQ0AY5?ASIN=B01DDP7D6W,2.0,Anup Anand,Camera quality worse.
date,url,rating,user,opinion
on 8 May 2018,/gp/customer-reviews/R2R5G78YIENFQW?ASIN=B01DDP7D6W,5.0,Sudhir Saini,"Gifted to my mom, and she loves it."
on 5 September 2018,/gp/customer-reviews/R3TLTUS09YYX9A?ASIN=B01DDP7D6W,5.0,Amazon Customer,like it
on 23 July 2018,/gp/customer-reviews/R11WFIDBQBS46V?ASIN=B01DDP7D6W,2.0,Shweta,average
on 14 June 2017,/gp/customer-reviews/R3LVLFWY7V68IF?ASIN=B01DDP7D6W,5.0,kannan,GENUINE PRODUCTGENUINE SUPPLY
on 9 December 2016,/gp/customer-reviews/RLV77VEBR2RFV?ASIN=B01DDP7D6W,3.0,Samrat Gurbani,It's a Good phoneBut didn't matched upto my daily work performance levelSo I gifted it to my father
on 8 June 2018,/gp/customer-reviews/R18MA81TIKW7F7?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good I liked it.
on 20 September 2017,/gp/customer-reviews/R2H3UUT1E72RJJ?ASIN=B01DDP7D6W,4.0,Shaik Asif,Good Product from Samsung
on 3 June 2017,/gp/customer-reviews/R4CH98UERZIYE?ASIN=B01DDP7D6W,4.0,Ravi,Satisfied with the product. Seems to be functioning as per the specification.
on 25 September 2018,/gp/customer-reviews/R23BTQ57VDAF7I?ASIN=B01DDP7D6W,1.0,ashish,Very slow...no sound..no picture ouality....to much hang.....material quality....very bad
on 8 February 2017,/gp/customer-reviews/R1ZUYJWZ9Y1ADK?ASIN=B01DDP7D6W,1.0,Amazon Customer,I want to change this phone.its light suddenly blinked.
date,url,rating,user,opinion
on 8 August 2018,/gp/customer-reviews/R1JF4HHNWAPAQK?ASIN=B01DDP7D6W,5.0,siva,Nice Product
on 21 February 2018,/gp/customer-reviews/RENLVY78LPA64?ASIN=B01DDP7D6W,5.0,Vinay Kumar Kovuru,What's the point in buying a smart phone for 20k when you get all the features for 7k :) Be smart
on 30 October 2017,/gp/customer-reviews/R10K9OP4TM747J?ASIN=B01DDP7D6W,4.0,Atul Patwardhan,I’m not using this phone. The user reported that he is satisfied with this product. He especially mentioned the display is of good quality.
on 2 September 2017,/gp/customer-reviews/RYWSIDPH2133M?ASIN=B01DDP7D6W,3.0,Amazon Customer,Display is not good as compared to other samsung smartphones.
on 29 August 2017,/gp/customer-reviews/R3KPI084UHBBLA?ASIN=B01DDP7D6W,2.0,Dilip Kumar Pal,Very badly speaker. I want to replace it. I thing it is a defective item sent.
on 4 June 2018,/gp/customer-reviews/R2KTVRGWEHCX7G?ASIN=B01DDP7D6W,3.0,Balraju,I bought Samsung On7 Pro (Gold). Ear phones are missing in the box. would be great if could get it.
on 5 June 2017,/gp/customer-reviews/R2PG8OHTZI9DVN?ASIN=B01DDP7D6W,4.0,Amazon Customer,It is worth buying.Set is good enough for daily use. Price is also in lower range for buying.
on 17 May 2018,/gp/customer-reviews/R2BSFKOPIV36SM?ASIN=B01DDP7D6W,4.0,hemlata bakrellu,No headphones in the box. Very disappointed abt this. It has mentioned there handset but not given in the box.
on 21 October 2016,/gp/customer-reviews/R1EEWH23CDY4SE?ASIN=B01DDP7D6W,4.0,Amazon Customer,so much at this price.Its ok
on 28 January 2018,/gp/customer-reviews/R2CROKASAXOREC?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good quality product compared to mass market. its really awesome mobile on this range..thanks amazon
date,url,rating,user,opinion
on 14 January 2017,/gp/customer-reviews/R1F94PO8762IWS?ASIN=B01DDP7D6W,5.0,shailesh,Nice product
on 23 September 2016,/gp/customer-reviews/R1489SPTF21WZF?ASIN=B01DDP7D6W,4.0,Kyu btau,"Everything is great but looks not that much ,bought bumper and cover and it looks gr8 don't go for redmi leeco or coolpad they provide better specs but Chinese remains Chinese..."
on 2 July 2017,/gp/customer-reviews/R2PPG72BVJ8RS8?ASIN=B01DDP7D6W,5.0,Balakrishnan,Good phone.Worth the price.
on 29 December 2016,/gp/customer-reviews/R83800KB3DS2Q?ASIN=B01DDP7D6W,3.0,Shaik Ashim Bakhas,Camera Quality is poor than other 13MP camera (like J7). Also Bit slower as compared to 2gb RAM
on 1 July 2018,/gp/customer-reviews/R2XC9YAK6F8SH1?ASIN=B01DDP7D6W,4.0,Jyotirmoy,nice smartphone of this price
on 4 October 2018,/gp/customer-reviews/R14S4DGVNDC4B6?ASIN=B01DDP7D6W,4.0,DeeR,A very good product for normal use in daily life and cost effective too.
on 11 December 2016,/gp/customer-reviews/R1M0FIEXEZGPA4?ASIN=B01DDP7D6W,5.0,Sharmistha Halder,I like this and love it. Perfect for people wanting phone within 10k..love u Samsung:*
on 11 September 2017,/gp/customer-reviews/R3TF3NZTCWA3V2?ASIN=B01DDP7D6W,4.0,Amazon Customer,Nice phone. But it takes too much time of around  4hours for full charging.
on 27 February 2017,/gp/customer-reviews/RURNCJI1NF4LS?ASIN=B01DDP7D6W,1.0,ashish p.,very bad product product after 15 day demegd very bad please not vest your money  please.
on 25 August 2017,/gp/customer-reviews/R32KC7BG5EMJZO?ASIN=B01DDP7D6W,4.0,Amazon Customer,Great phone for this price. It has detachable battery. No problem yet. No hanging or over heating while charging.
date,url,rating,user,opinion
on 11 June 2018,/gp/customer-reviews/R20ZFQZJ66NXMJ?ASIN=B01DDP7D6W,5.0,DEBKUMAR MAHATA,Good product
on 4 April 2018,/gp/customer-reviews/RM945VFX252B7?ASIN=B01DDP7D6W,5.0,Muthuselvam,Budget friendly.highly recommended even it falls off many times it will work very nice....
on 15 April 2017,/gp/customer-reviews/R67MI2OMD3ADA?ASIN=B01DDP7D6W,5.0,Sayan Gayen,Nice... Working good... Worthy...
on 21 May 2017,/gp/customer-reviews/R1DGGCIVA78LIG?ASIN=B01DDP7D6W,4.0,Sh,The product is awesum...good fone for a economical price!!! Best buy!!
on 13 October 2016,/gp/customer-reviews/R2QR1ULDI4IZDM?ASIN=B01DDP7D6W,5.0,Amazon Customer,Excellent product
on 3 May 2018,/gp/customer-reviews/RLNM6Z1VQAZES?ASIN=B01DDP7D6W,5.0,Amazon Customer,Very nice product in this prise .I got this product by exchange.And I m loving it.
on 23 May 2018,/gp/customer-reviews/R3AHJNEQEOY2YC?ASIN=B01DDP7D6W,3.0,Bishan D.,Phone getting heated.Battery backup  is not good .Other things are good
on 19 September 2017,/gp/customer-reviews/R2XI0D6K42LY12?ASIN=B01DDP7D6W,5.0,vikranth,Budget mobile best mobile camera quality is good ..overall mobile is good
on 12 March 2018,/gp/customer-reviews/R2JW4BM0HPE6SU?ASIN=B01DDP7D6W,4.0,Avadhesh Pandey,Good feature phone in very good price good configuration......
on 2 September 2017,/gp/customer-reviews/RA2R93SC58TS7?ASIN=B01DDP7D6W,4.0,Barkat Ali,Good mobile in great price
date,url,rating,user,opinion
on 2 April 2018,/gp/customer-reviews/RS8T59TTHIQO7?ASIN=B01DDP7D6W,5.0,Ameet,Got a wonderful and awesome product in just 8000Worth buying
on 27 September 2017,/gp/customer-reviews/R1AWU8UQ9AV437?ASIN=B01DDP7D6W,5.0,Amazon Customer,Excellent product slow but value for money💰 3 day delivery.
on 12 October 2017,/gp/customer-reviews/R2AZU4EDCFJP66?ASIN=B01DDP7D6W,1.0,bimal k.,Wrong and unoprationl product deliveryMobile is not working I have already reported thisBut no one is solved my problem
on 8 July 2017,/gp/customer-reviews/R1UFL5TMVSFJTK?ASIN=B01DDP7D6W,5.0,Muralidhar Y.,Good.
on 4 January 2017,/gp/customer-reviews/R1E9BQSXPDS506?ASIN=B01DDP7D6W,3.0,praseeda ravi,Good deal for a decent price range.however cd do better when it comes to audio during calls.else all good.
on 15 March 2018,/gp/customer-reviews/R2GN0H9KL9JPIZ?ASIN=B01DDP7D6W,4.0,Bila,Good
on 11 September 2017,/gp/customer-reviews/R4ZBI1Y0A5JRA?ASIN=B01DDP7D6W,2.0,Amazon Customer,Phone getting hot and switch off very frequently and battery draining also
on 12 August 2017,/gp/customer-reviews/R31HZWU15EJJ6D?ASIN=B01DDP7D6W,4.0,ANURAG S.,Product very nice and safely delivered by Amazon thanks
on 25 December 2017,/gp/customer-reviews/R5R2ZY045SGYV?ASIN=B01DDP7D6W,5.0,Santosh Kudtudkar,Nice budget phone.
on 11 September 2018,/gp/customer-reviews/R8RS8FUIY6YYF?ASIN=B01DDP7D6W,1.0,prabu,3month before sim slot issue.. don't get this mobile.. not good
date,url,rating,user,opinion
on 29 August 2018,/gp/customer-reviews/R1G69OY2WFPHMX?ASIN=B01DDP7D6W,4.0,Rahul A. Ambre,I used this mobile 1 yeara nd device performance is really good
on 11 August 2018,/gp/customer-reviews/R2SM479A7SATTB?ASIN=B01DDP7D6W,3.0,yogesh kashiwar,Built quality is good bt performance is low...need to increase ram and internal storage
on 16 August 2018,/gp/customer-reviews/RSIG002PS0LZT?ASIN=B01DDP7D6W,5.0,SANG,Good  basic phone. Amazing  delivery  by amazon.
on 21 September 2017,/gp/customer-reviews/R3FYRCEUEMS0M5?ASIN=B01DDP7D6W,2.0,Amazon Customer,Blunder to buy this product... No value for money.Totally wastage.
on 23 February 2018,/gp/customer-reviews/R1T94P55GW1PKV?ASIN=B01DDP7D6W,2.0,Abhishek davra,I think there is a problem in display of product....It's not similar to oyher samsung product...it's looking very light.
on 18 August 2017,/gp/customer-reviews/R3SEOCXRPRHPCU?ASIN=B01DDP7D6W,5.0,Balakrishnan,This is first time i'm buying mobile phone in amazon. I like the new mobile...
on 28 January 2018,/gp/customer-reviews/R2S251R2YAVG1L?ASIN=B01DDP7D6W,1.0,Amanpreet,Don't buy....headphones missing..shiping not gud.
on 19 October 2016,/gp/customer-reviews/R2EKQ90FE7W4ND?ASIN=B01DDP7D6W,5.0,Mangesh T.,Very nice as phone camera and laptop/tablet.
on 19 July 2018,/gp/customer-reviews/R1J3DR6HBKGCJD?ASIN=B01DDP7D6W,1.0,Amit Khatri ,"I got a used product which was locked by the earlier user through password protection, feel cheated"
on 11 April 2017,/gp/customer-reviews/R36KLS4FCS4CLS?ASIN=B01DDP7D6W,5.0,Jai,I love this mobile. Value for money product :)
date,url,rating,user,opinion
on 1 March 2018,/gp/customer-reviews/R2GJUNGRM9D00M?ASIN=B01DDP7D6W,1.0,venkataramarao,I hate this product . i bought it 15 days back . now it's touch is not working properly. waste product. seriously waste
on 13 May 2018,/gp/customer-reviews/R34MHMUL8CWVS?ASIN=B01DDP7D6W,1.0,Amazon Customer,"Purchased on March 1st this year, now a days observed that this phone is frequently getting hangged."
on 12 April 2017,/gp/customer-reviews/RQJQGWPPZO5E2?ASIN=B01DDP7D6W,4.0,Amazon Customer,very good product in this price range worth for the money. thank you Amazon for best service
on 22 June 2018,/gp/customer-reviews/R3JB3SK1WZ8L6B?ASIN=B01DDP7D6W,4.0,Praveen,Bit slower product although having Snapdragon processor
on 11 October 2017,/gp/customer-reviews/R18VMCMVRKNV04?ASIN=B01DDP7D6W,5.0,prakash ranjan jena,Very good . A must buy product in the price range below 8000
on 6 August 2018,/gp/customer-reviews/RM5MCOZSYYUOP?ASIN=B01DDP7D6W,3.0,Rajkumar Sharma. (Munna Bhai 9039723915,This is a My order reiceve but air phone not reicevad so please send me your probaide my address
on 11 June 2018,/gp/customer-reviews/R2MKPTS490A29G?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Working well, no problem"
on 12 June 2018,/gp/customer-reviews/R2KIZNPHY153VO?ASIN=B01DDP7D6W,5.0,REESHU singh,Awesome phone
on 30 September 2017,/gp/customer-reviews/R375MVZUEH0L2Y?ASIN=B01DDP7D6W,3.0,nitin gupta,Product is good but I have not yet received the cash back for SBI card
on 27 January 2017,/gp/customer-reviews/R1JZR6WK9W2E92?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Purchased it 6 months back, but this product has never disappointed me."
date,url,rating,user,opinion
on 6 July 2017,/gp/customer-reviews/RZ8SP52NXH957?ASIN=B01DDP7D6W,5.0,Amazon Customer,very good phone with all features...go for it...its a awsm phone with afordable price
on 23 August 2018,/gp/customer-reviews/R17FFCN7WKRAPD?ASIN=B01DDP7D6W,4.0,Naveen,good phone for general use.
on 22 November 2016,/gp/customer-reviews/R3U3FT2BUQOE2P?ASIN=B01DDP7D6W,3.0,Kamal L.,I purchased Samsung OnPro7;its charging is absolutely slowIts sound it also very lowPlease see if it suits your purpose before buyin
on 20 July 2017,/gp/customer-reviews/R8TJ8YYSR5Z7H?ASIN=B01DDP7D6W,5.0,Amazon Customer,I want again
on 5 May 2018,/gp/customer-reviews/R2MZJUEY2BCR6R?ASIN=B01DDP7D6W,2.0,alex,Taken delivery on 4th may 2018. Trying to download apps from play store but not happening. Sound is very low.
on 4 September 2017,/gp/customer-reviews/R2EHEOW1FU4WQC?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good phone galaxy on7 proGood backup battery
on 8 September 2018,/gp/customer-reviews/R179SQHVZLSGLF?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice
on 1 October 2018,/gp/customer-reviews/RNR0ZLRT2M4MQ?ASIN=B01DDP7D6W,4.0,Balsurvase,Very good quality phone also camera good
on 3 May 2018,/gp/customer-reviews/RHMWRUQWVVV3L?ASIN=B01DDP7D6W,2.0,RAGHAVENDRA GOUD A,Head phones are missing
on 27 July 2018,/gp/customer-reviews/R28DDMQ67V0ZIL?ASIN=B01DDP7D6W,4.0,thirupathi p,its good
date,url,rating,user,opinion
on 6 October 2017,/gp/customer-reviews/RINZN0TDQPITA?ASIN=B01DDP7D6W,2.0,Amazon Customer,Get heated soon while talking
on 30 January 2017,/gp/customer-reviews/R330DILAK5N97E?ASIN=B01DDP7D6W,1.0,Kapil Gupta,"Getting hanged within 1 week, earphone is not working, charging quality is very bad....don't buy from Amazon, they are not delivering quality mobiles and accessories."
on 29 January 2018,/gp/customer-reviews/R12Y1E2BGPD83F?ASIN=B01DDP7D6W,5.0,ranjit kalita,Good
on 4 February 2017,/gp/customer-reviews/R2N1QE74MU9Y6L?ASIN=B01DDP7D6W,5.0,Amazon Customer,simply superb thnx amazon😊
on 21 September 2018,/gp/customer-reviews/R1LNVS2L0BN2B3?ASIN=B01DDP7D6W,5.0,Suchit Dutt Pandey,"Buy for my father in law for his birthday gift, amazing, battery backup is good. Thanks Amazon"
on 7 September 2018,/gp/customer-reviews/R32PU55ZW6RHPM?ASIN=B01DDP7D6W,5.0,Shabana begum,Everything  in this mobile  is good  but Sometime mobile switch off SIM  and net automatically
on 2 August 2018,/gp/customer-reviews/R31ZZYRB9X1EQY?ASIN=B01DDP7D6W,4.0,Brijendra Singh,good phone in this price tag
on 16 October 2017,/gp/customer-reviews/R2YH3U8AUYHLP2?ASIN=B01DDP7D6W,5.0,Shyam Tyagi,Nice phone.
on 28 February 2018,/gp/customer-reviews/R1KVRZFHUL4O2T?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good Product
on 12 March 2018,/gp/customer-reviews/R3TZ08LLLMAB1S?ASIN=B01DDP7D6W,3.0,Amazon Customer,Product is not good.its work very slowly
date,url,rating,user,opinion
on 20 May 2017,/gp/customer-reviews/R14O4FGACG0MUZ?ASIN=B01DDP7D6W,5.0,Upendra kumar patel,awesome
on 18 May 2018,/gp/customer-reviews/RGNSVXYCZECBN?ASIN=B01DDP7D6W,1.0,rakesh kwatra,Not worth the same on all counts
on 24 January 2018,/gp/customer-reviews/R1OZTSWR00U7FW?ASIN=B01DDP7D6W,5.0,Mohit Kumar,Very Nice
